Transaction,PurchaseDate,CustomerID,Gender,MaritalStatus,Homeowner,Children,AnnualIncome,City,StateOrProvince,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue
6281,2/27/2016,8865,M,S,N,4,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Fruit,6,16.81
6282,2/27/2016,5099,F,M,Y,1,$50K - $70K,Camacho,Zacatecas,Mexico,Drink,Beverages,Pure Juice Beverages,4,14.21
6283,2/27/2016,4541,F,M,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Dairy,Dairy,5,7.12
6284,2/28/2016,5594,F,S,Y,1,$10K - $30K,Mexico City,DF,Mexico,Food,Snacks,Candy,3,3
6285,2/28/2016,8237,F,S,Y,4,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Vegetables,6,20.3
6286,2/28/2016,4285,F,S,Y,1,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Fruit,5,3.65
6287,2/28/2016,8231,F,M,N,4,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,4,10.57
6288,2/28/2016,8498,F,S,N,2,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,3,12.77
6289,2/28/2016,1980,F,M,Y,4,$10K - $30K,Bellingham,WA,USA,Food,Breakfast Foods,Breakfast Foods,3,9.24
6290,2/28/2016,4783,M,M,Y,3,$10K - $30K,Salem,OR,USA,Food,Produce,Fruit,3,4.62
6291,2/28/2016,850,M,M,N,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Hygiene,5,6.24
6292,2/28/2016,1720,F,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Seafood,Seafood,4,15.3
6293,2/28/2016,5592,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Snacks,Candy,4,6.28
6294,2/28/2016,7663,F,S,Y,4,$90K - $110K,San Andres,DF,Mexico,Food,Snacks,Candy,4,24.73
6295,2/28/2016,1282,F,S,N,3,$30K - $50K,Bremerton,WA,USA,Food,Produce,Vegetables,4,7.66
6296,2/28/2016,2814,M,S,Y,4,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,2,4.26
6297,2/28/2016,3288,F,S,Y,2,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Electrical,4,4.99
6298,2/28/2016,221,F,M,Y,2,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Kitchen Products,5,20.23
6299,2/28/2016,6375,M,S,N,2,$30K - $50K,Beverly Hills,CA,USA,Drink,Beverages,Hot Beverages,4,11.68
6300,2/28/2016,5466,M,S,Y,4,$30K - $50K,Merida,Yucatan,Mexico,Food,Deli,Meat,4,4.43
6301,2/28/2016,8400,F,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Snacks,Candy,3,9.16
6302,2/28/2016,1236,M,S,Y,3,$70K - $90K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Hygiene,3,2.64
6303,2/28/2016,9395,F,S,N,5,$30K - $50K,San Andres,DF,Mexico,Drink,Beverages,Carbonated Beverages,5,34.94
6304,2/28/2016,2462,F,M,Y,3,$90K - $110K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,5.22
6305,2/28/2016,3070,M,M,N,3,$30K - $50K,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,5,21.67
6306,2/28/2016,911,M,S,N,2,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,6,12.05
6307,2/28/2016,6075,F,M,Y,3,$70K - $90K,Merida,Yucatan,Mexico,Food,Deli,Side Dishes,4,5.43
6308,2/28/2016,5343,F,S,N,4,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,30.96
6309,2/28/2016,3077,M,S,Y,5,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,4,3.62
6310,2/28/2016,9249,F,M,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,4,23.18
6311,2/28/2016,5207,M,S,N,0,$50K - $70K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,4,13.25
6312,3/1/2016,5617,F,S,Y,1,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,6,12.32
6313,3/1/2016,1681,F,M,Y,5,$70K - $90K,Salem,OR,USA,Non-Consumable,Household,Hardware,4,15.55
6314,3/1/2016,5700,M,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,6,7.57
6315,3/1/2016,8146,F,M,Y,1,$110K - $130K,Portland,OR,USA,Food,Dairy,Dairy,5,10.92
6316,3/1/2016,2852,M,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,4,31.02
6317,3/1/2016,8768,F,S,Y,1,$90K - $110K,Portland,OR,USA,Food,Canned Products,Fruit,3,20.53
6318,3/1/2016,9830,F,M,N,4,$30K - $50K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,28.08
6319,3/1/2016,4357,F,S,Y,2,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,5,17.98
6320,3/1/2016,7580,F,S,N,2,$110K - $130K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,5,12.87
6321,3/1/2016,71,M,S,N,5,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Meat,Meat,5,20.36
6322,3/1/2016,1495,F,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,5.42
6323,3/1/2016,850,M,M,N,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,3,7.24
6324,3/1/2016,7074,F,S,N,1,$70K - $90K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Hygiene,2,3.22
6325,3/1/2016,9807,F,S,N,1,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,8.14
6326,3/1/2016,1785,F,S,N,5,$70K - $90K,Bremerton,WA,USA,Non-Consumable,Household,Paper Products,4,20.4
6327,3/1/2016,5410,F,M,N,2,$30K - $50K,Tacoma,WA,USA,Food,Canned Products,Fruit,6,8.91
6328,3/1/2016,1550,F,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,4,29.68
6329,3/1/2016,9354,F,M,N,4,$30K - $50K,Victoria,BC,Canada,Food,Dairy,Dairy,4,25.78
6330,3/1/2016,1141,M,S,Y,3,$10K - $30K,Portland,OR,USA,Food,Baking Goods,Baking Goods,5,12.29
6331,3/1/2016,4384,F,S,Y,3,$90K - $110K,San Andres,DF,Mexico,Food,Canned Products,Fruit,5,17.12
6332,3/1/2016,4420,M,M,N,3,$50K - $70K,Portland,OR,USA,Food,Baked Goods,Bread,3,6.13
6333,3/1/2016,6812,F,S,Y,3,$90K - $110K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,3,13.65
6334,3/1/2016,3501,F,M,N,4,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,3,18.29
6335,3/1/2016,1297,M,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Seafood,Seafood,2,5.24
6336,3/1/2016,1567,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Non-Consumable,Household,Plastic Products,2,5.35
6337,3/1/2016,976,F,M,Y,5,$70K - $90K,Spokane,WA,USA,Drink,Beverages,Hot Beverages,2,7.67
6338,3/1/2016,6462,M,S,N,0,$70K - $90K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,10.72
6339,3/1/2016,9644,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,4,6.05
6340,3/2/2016,4643,F,S,N,2,$70K - $90K,Walla Walla,WA,USA,Food,Frozen Foods,Frozen Desserts,3,2.71
6341,3/2/2016,10073,F,S,N,2,$50K - $70K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,4,1.18
6342,3/2/2016,7946,F,M,Y,1,$90K - $110K,Camacho,Zacatecas,Mexico,Food,Produce,Vegetables,4,9.2
6343,3/2/2016,1168,F,M,Y,1,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,2.04
6344,3/2/2016,2397,F,S,Y,2,$30K - $50K,Portland,OR,USA,Food,Produce,Fruit,4,23.68
6345,3/2/2016,7324,F,S,N,3,$70K - $90K,Los Angeles,CA,USA,Food,Produce,Specialty,5,7.4
6346,3/2/2016,7307,M,M,Y,1,$110K - $130K,San Andres,DF,Mexico,Food,Canned Foods,Vegetables,5,4.18
6347,3/2/2016,5734,M,M,Y,3,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,5,6.44
6348,3/2/2016,8454,F,S,Y,3,$70K - $90K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,5,17.58
6349,3/2/2016,8814,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Oysters,2,12.72
6350,3/2/2016,121,F,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Food,Deli,Side Dishes,5,13.95
6351,3/2/2016,1836,F,M,Y,3,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Soup,3,5.22
6352,3/2/2016,3909,F,S,N,4,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,8.06
6353,3/2/2016,2795,M,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,7.95
6354,3/2/2016,5478,M,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,5,11.82
6355,3/2/2016,3366,M,S,Y,1,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,7.26
6356,3/2/2016,7621,F,S,N,2,$30K - $50K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Cold Remedies,3,13.95
6357,3/2/2016,7746,M,M,N,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Meat,2,12.22
6358,3/2/2016,1265,F,M,N,2,$50K - $70K,Orizaba,Veracruz,Mexico,Non-Consumable,Periodicals,Magazines,3,6.4
6359,3/2/2016,569,F,S,Y,1,$130K - $150K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,4,9.5
6360,3/3/2016,554,F,S,N,2,$50K - $70K,Yakima,WA,USA,Non-Consumable,Household,Kitchen Products,6,17.04
6361,3/3/2016,5067,M,S,Y,2,$50K - $70K,Tacoma,WA,USA,Food,Dairy,Dairy,4,13.22
6362,3/3/2016,10073,F,S,N,2,$50K - $70K,Yakima,WA,USA,Food,Starchy Foods,Starchy Foods,5,12.05
6363,3/3/2016,4620,F,M,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,2,10.67
6364,3/3/2016,5605,M,M,Y,4,$10K - $30K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,4,6.66
6365,3/3/2016,1297,M,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,3,25.23
6366,3/3/2016,6607,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,4,12.32
6367,3/3/2016,9300,M,S,Y,3,$10K - $30K,Beverly Hills,CA,USA,Food,Snacks,Candy,4,10.26
6368,3/3/2016,271,M,S,Y,2,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Household,Paper Products,6,20.95
6369,3/3/2016,4317,F,M,N,2,$30K - $50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,3,10.3
6370,3/3/2016,9848,M,S,Y,2,$110K - $130K,San Andres,DF,Mexico,Food,Deli,Meat,4,17.4
6371,3/3/2016,8130,M,S,N,4,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Vegetables,3,8.96
6372,3/3/2016,8279,F,S,Y,3,$70K - $90K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Drinks,6,12.54
6373,3/3/2016,5231,F,M,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,3,5.76
6374,3/3/2016,4642,M,M,Y,5,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,4,7.56
6375,3/3/2016,7852,F,M,Y,3,$70K - $90K,Portland,OR,USA,Food,Produce,Specialty,6,21.12
6376,3/3/2016,3113,M,M,N,3,$10K - $30K,Salem,OR,USA,Food,Produce,Specialty,4,9.25
6377,3/3/2016,3902,F,S,Y,3,$50K - $70K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,3,7.15
6378,3/3/2016,9895,M,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,4,25.9
6379,3/3/2016,2834,M,M,Y,3,$70K - $90K,Vancouver,BC,Canada,Non-Consumable,Household,Kitchen Products,2,5.16
6380,3/3/2016,248,M,S,N,1,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Meat,4,4.91
6381,3/3/2016,1444,F,M,Y,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,6,10.08
6382,3/3/2016,9244,M,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,16.59
6383,3/3/2016,3819,M,S,Y,3,$50K - $70K,Yakima,WA,USA,Food,Baking Goods,Baking Goods,3,13.56
6384,3/3/2016,5303,M,M,Y,3,$110K - $130K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,4,14.33
6385,3/3/2016,4444,F,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Produce,Fruit,5,11.46
6386,3/3/2016,7587,M,S,N,1,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Hygiene,4,10.37
6387,3/3/2016,2491,M,M,N,5,$10K - $30K,Vancouver,BC,Canada,Food,Dairy,Dairy,3,20.73
6388,3/4/2016,8229,M,S,N,0,$30K - $50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,22.57
6389,3/4/2016,906,M,M,Y,1,$50K - $70K,San Diego,CA,USA,Food,Breakfast Foods,Breakfast Foods,3,9.26
6390,3/4/2016,2512,F,M,Y,2,$10K - $30K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,3,12.74
6391,3/4/2016,2341,M,M,Y,5,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,5,47.04
6392,3/4/2016,5881,F,S,N,4,$70K - $90K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Tuna,5,11.84
6393,3/4/2016,7934,M,S,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,4,21.38
6394,3/4/2016,6047,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,6,15.26
6395,3/4/2016,2557,F,S,N,0,$10K - $30K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,2,10.92
6396,3/4/2016,3730,M,M,Y,3,$10K - $30K,Vancouver,BC,Canada,Food,Canned Foods,Vegetables,4,5.32
6397,3/4/2016,10145,F,M,Y,1,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,4,8.94
6398,3/4/2016,8203,M,S,Y,1,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Soup,5,10.15
6399,3/4/2016,1236,M,S,Y,3,$70K - $90K,San Andres,DF,Mexico,Food,Produce,Fruit,4,8.31
6400,3/4/2016,1682,F,S,N,0,$10K - $30K,Salem,OR,USA,Food,Frozen Foods,Frozen Desserts,5,22.62
6401,3/4/2016,9897,M,M,N,1,$10K - $30K,Spokane,WA,USA,Food,Dairy,Dairy,5,13.96
6402,3/4/2016,3060,M,S,N,5,$50K - $70K,Bellingham,WA,USA,Food,Frozen Foods,Frozen Entrees,4,2.89
6403,3/4/2016,397,M,M,Y,2,$30K - $50K,San Andres,DF,Mexico,Drink,Beverages,Hot Beverages,3,18.71
6404,3/4/2016,5204,F,M,Y,1,$70K - $90K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,3,7.99
6405,3/4/2016,8040,F,S,Y,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,3,18.51
6406,3/4/2016,2048,M,S,N,3,$10K - $30K,Victoria,BC,Canada,Food,Produce,Fruit,5,13.27
6407,3/4/2016,5672,M,M,Y,1,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,19.47
6408,3/4/2016,4775,M,S,N,2,$70K - $90K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,10.37
6409,3/4/2016,6193,M,M,Y,5,$90K - $110K,Merida,Yucatan,Mexico,Non-Consumable,Carousel,Specialty,6,6.66
6410,3/4/2016,9625,F,M,Y,2,$70K - $90K,Merida,Yucatan,Mexico,Non-Consumable,Periodicals,Magazines,4,15.44
6411,3/4/2016,7060,M,M,N,3,$50K - $70K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,4,2.19
6412,3/4/2016,8097,F,M,Y,1,$30K - $50K,Victoria,BC,Canada,Food,Frozen Foods,Meat,4,4.98
6413,3/5/2016,7689,M,S,N,4,$50K - $70K,Seattle,WA,USA,Food,Deli,Meat,4,8.98
6414,3/5/2016,10190,M,M,Y,5,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,5,5.69
6415,3/5/2016,2130,M,M,N,4,$130K - $150K,Merida,Yucatan,Mexico,Food,Canned Foods,Vegetables,4,19.94
6416,3/5/2016,8180,M,S,Y,1,$50K - $70K,Mexico City,DF,Mexico,Food,Baking Goods,Jams and Jellies,5,20.52
6417,3/5/2016,6315,F,S,Y,5,$30K - $50K,San Francisco,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,7.68
6418,3/5/2016,8846,M,S,N,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Tuna,4,7.17
6419,3/5/2016,9625,F,M,Y,2,$70K - $90K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,4,10.26
6420,3/5/2016,4443,F,S,Y,0,$130K - $150K,Portland,OR,USA,Food,Deli,Meat,5,16.56
6421,3/5/2016,5531,F,M,N,4,$30K - $50K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,4,30.97
6422,3/5/2016,3586,F,S,N,3,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Electrical,4,22.43
6423,3/5/2016,8284,F,S,Y,1,$50K - $70K,Walla Walla,WA,USA,Food,Baking Goods,Baking Goods,3,3
6424,3/5/2016,5820,M,S,Y,1,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,6.19
6425,3/5/2016,9766,F,M,Y,0,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,4.58
6426,3/5/2016,491,F,M,N,2,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,4,6.12
6427,3/5/2016,3192,M,S,N,2,$30K - $50K,Acapulco,Guerrero,Mexico,Drink,Beverages,Carbonated Beverages,4,15.66
6428,3/5/2016,1022,M,M,Y,3,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Household,Electrical,3,12.97
6429,3/5/2016,7286,M,S,Y,3,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,4,14.66
6430,3/5/2016,3487,M,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,6,21.2
6431,3/5/2016,3871,F,M,Y,1,$70K - $90K,Vancouver,BC,Canada,Food,Dairy,Dairy,2,5.52
6432,3/5/2016,3360,M,M,Y,1,$70K - $90K,Salem,OR,USA,Food,Dairy,Dairy,4,7.18
6433,3/5/2016,4981,F,S,Y,1,$10K - $30K,Guadalajara,Jalisco,Mexico,Food,Dairy,Dairy,2,17.17
6434,3/5/2016,4244,F,S,Y,4,$30K - $50K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,7,18.53
6435,3/5/2016,9644,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,5,10.56
6436,3/5/2016,5682,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,28.9
6437,3/5/2016,3714,F,M,Y,3,$130K - $150K,Camacho,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,5,19.68
6438,3/5/2016,3602,F,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,3,8.37
6439,3/5/2016,9443,M,S,Y,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Breakfast Foods,4,7.85
6440,3/5/2016,3301,F,S,N,1,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,28.08
6441,3/5/2016,9390,M,M,Y,1,$70K - $90K,Beverly Hills,CA,USA,Non-Consumable,Carousel,Specialty,5,12.14
6442,3/5/2016,3250,F,M,N,3,$10K - $30K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,5,10.08
6443,3/6/2016,3366,M,S,Y,1,$70K - $90K,Camacho,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,4,8.34
6444,3/6/2016,2622,F,S,N,4,$70K - $90K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Meat,5,20.88
6445,3/6/2016,6227,F,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,5,22.09
6446,3/6/2016,1693,M,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,7,18.24
6447,3/6/2016,4768,F,S,Y,3,$30K - $50K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,5,11.88
6448,3/6/2016,6999,M,S,N,5,$10K - $30K,San Diego,CA,USA,Non-Consumable,Household,Paper Products,6,37
6449,3/6/2016,1491,F,M,Y,1,$130K - $150K,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,6,18.24
6450,3/6/2016,3859,M,S,Y,4,$10K - $30K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,2,5.28
6451,3/6/2016,8923,F,M,Y,4,$10K - $30K,San Diego,CA,USA,Food,Produce,Vegetables,2,1.9
6452,3/6/2016,760,F,S,Y,0,$150K +,Bremerton,WA,USA,Food,Snacks,Candy,5,14.36
6453,3/6/2016,5363,M,S,Y,3,$30K - $50K,Victoria,BC,Canada,Food,Baking Goods,Baking Goods,3,7.48
6454,3/6/2016,10173,F,M,N,0,$30K - $50K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,2,14.15
6455,3/6/2016,8846,M,S,N,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,6,45.94
6456,3/6/2016,5951,M,M,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Eggs,Eggs,4,23.17
6457,3/6/2016,7496,M,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Snacks,Candy,3,7.11
6458,3/6/2016,5537,F,S,N,0,$30K - $50K,Bremerton,WA,USA,Food,Eggs,Eggs,5,19.07
6459,3/6/2016,1787,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,3,2.54
6460,3/6/2016,1424,M,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Periodicals,Magazines,4,38.4
6461,3/6/2016,5682,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Deli,Meat,5,14.98
6462,3/6/2016,6406,M,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Canned Products,Fruit,2,16.8
6463,3/6/2016,7836,M,S,Y,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,27.66
6464,3/6/2016,5652,F,S,Y,2,$130K - $150K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Kitchen Products,4,16.86
6465,3/7/2016,6001,F,M,N,2,$90K - $110K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,5,10.5
6466,3/7/2016,6034,M,S,N,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,4,4.08
6467,3/7/2016,9895,M,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,3,2.98
6468,3/7/2016,6652,F,M,Y,3,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,8.02
6469,3/7/2016,8775,F,M,Y,2,$130K - $150K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,4,5.16
6470,3/7/2016,1144,M,M,Y,1,$70K - $90K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,3,8.01
6471,3/7/2016,6260,F,S,Y,4,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,6,42.78
6472,3/7/2016,5970,M,M,Y,4,$30K - $50K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Cold Remedies,4,13.58
6473,3/7/2016,8942,M,M,Y,2,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,5,4.98
6474,3/7/2016,242,M,S,Y,1,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Fruit,3,3.65
6475,3/7/2016,7522,M,M,Y,3,$70K - $90K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,4,14.01
6476,3/7/2016,8911,M,M,N,2,$10K - $30K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,3,19.39
6477,3/7/2016,7660,F,S,N,4,$10K - $30K,Beverly Hills,CA,USA,Food,Frozen Foods,Frozen Desserts,3,3.31
6478,3/7/2016,6533,F,S,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Snacks,Candy,5,11.28
6479,3/7/2016,6812,F,S,Y,3,$90K - $110K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,2,11.09
6480,3/7/2016,8592,F,M,Y,2,$70K - $90K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,5,14.5
6481,3/7/2016,9837,M,M,N,5,$30K - $50K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,5,35.52
6482,3/7/2016,7721,M,S,Y,3,$30K - $50K,Salem,OR,USA,Food,Dairy,Dairy,6,18.93
6483,3/7/2016,2429,M,S,Y,0,$10K - $30K,Los Angeles,CA,USA,Food,Snacks,Candy,6,9.61
6484,3/7/2016,5478,M,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,5,18.08
6485,3/7/2016,5921,F,M,Y,3,$30K - $50K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,4,4.92
6486,3/7/2016,1578,F,M,Y,1,$30K - $50K,Merida,Yucatan,Mexico,Drink,Beverages,Drinks,3,19.33
6487,3/7/2016,9868,F,M,N,1,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,5.08
6488,3/7/2016,3729,F,M,Y,4,$10K - $30K,Vancouver,BC,Canada,Food,Snacks,Candy,4,19.08
6489,3/7/2016,472,F,M,Y,0,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,4,24.34
6490,3/7/2016,1491,F,M,Y,1,$130K - $150K,Spokane,WA,USA,Food,Meat,Meat,3,18.93
6491,3/8/2016,3541,M,M,Y,2,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,5,26.52
6492,3/8/2016,4355,F,M,N,0,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,21.08
